"rank","points","status","profile url","name","joined","gold medals","silver medals","bronze medals"
"1649","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/angqx95","aqx","4 years ago","1","5","49"
"1650","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/soham1024","soham mukherjee","4 years ago","2","5","60"
"1651","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/maunish","Maunish dave","3 years ago","2","2","50"
"1652","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/palanjali007","GreyWasp","3 years ago","0","0","84"
"1653","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/suyashpratapsingh","Suyash Pratap Singh","3 years ago","0","0","97"
"1654","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/abhinavpadmawar20","Abhinav Padmawar","3 years ago","0","0","104"
"1655","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/siddharthpchauhan","Siddharth Chauhan","3 years ago","0","0","75"
"1656","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jilkothari","JIL KOTHARI","3 years ago","4","2","59"
"1657","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/amerii","A Merii","3 years ago","1","3","74"
"1658","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/iabhishekbhardwaj","IAbhishekBhardwaj","2 years ago","0","0","66"
"1659","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/foucardm","FoucardM","2 years ago","2","1","66"
"1660","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/anantgupt","Anant Gupta","2 years ago","0","3","55"
"1661","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/awwalmalhi","Awwal Malhi","2 years ago","1","1","67"
"1662","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/saumya5679","Saumya","2 years ago","2","0","52"
"1663","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/origent1","GubanovDenis","2 years ago","0","1","55"
"1664","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mhmdsyed","Mohamed Elsayed","2 years ago","0","0","62"
"1665","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/sinoro12","Signour Melo","2 years ago","0","0","68"
"1666","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/samarthgupta39","Samarth Gupta","2 years ago","1","0","65"
"1667","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/yasirhussain1987","Yasir Hussain","a year ago","0","0","65"
"1668","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mingookkim","MINGOOK KIM","a year ago","0","0","60"
"1669","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/guilherme26","Risle","a year ago","0","1","61"
"1670","36","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/vandana12911","Vandana","10 months ago","0","0","57"
"1671","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/dan3dewey","Daniel Dewey","5 years ago","0","9","76"
"1672","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mrgeislinger","Victor Geislinger","5 years ago","0","1","83"
"1673","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/bhallaakshit","Akshit Bhalla","4 years ago","0","0","106"
"1674","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/felipemello","Felipe Mello","4 years ago","6","13","71"
"1675","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/stoicstatic","Nikit Periwal","3 years ago","0","3","51"
"1676","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/prateekmaj21","Prateek Majumder","3 years ago","0","0","50"
"1677","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/harshsharma511","Harsh Sharma","3 years ago","0","0","71"
"1678","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/aayushpoddar","Aayush Poddar","3 years ago","0","0","50"
"1679","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/siddheshkadam","Siddhesh kadam","3 years ago","1","0","53"
"1680","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/midouazerty","salah sammari","2 years ago","1","3","52"
"1681","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/soumyadipghorai","Soumyadip Ghorai","2 years ago","0","0","77"
"1682","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/perkymaster","Kushagra Singh","2 years ago","0","0","74"
"1683","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ruthvikpvs","Ruthvik Pvs","2 years ago","0","0","85"
"1684","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ritachetadas","Ritacheta Das","2 years ago","1","3","58"
"1685","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ashfakyeafi","Ashfak Yeafi","2 years ago","0","0","57"
"1686","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/zhaodianwen","David","2 years ago","0","6","57"
"1687","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/bhaveshkumar2806","Bhavesh Kumar","2 years ago","0","0","51"
"1688","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mecha027ankitsingh","Student","2 years ago","0","1","58"
"1689","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/vatsalmavani","Vatsal Mavani","2 years ago","1","1","62"
"1690","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ohguri","Jaemin Lim","2 years ago","0","0","82"
"1691","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/himanshuyadav95627","HIMANSHU YADAV","2 years ago","0","0","85"
"1692","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jasthinaveen0640","Jasthi Naveen","a year ago","0","0","61"
"1693","35","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/sonerkar","Soner Kar","a year ago","0","0","72"
"1694","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/alexxanderlarko","Alexander  Larko","12 years ago","4","14","78"
"1695","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ceperaang","Cut Onion","8 years ago","20","20","81"
"1696","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/hokmund","Dmytro Panchenko","6 years ago","7","9","50"
"1697","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ashishpatel26","NowYSM","6 years ago","8","10","139"
"1698","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/yohmori02","Yuko Ohmori","5 years ago","0","0","71"
"1699","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/suchith0312","abccba","5 years ago","2","4","156"
"1700","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ravileo","Ravikanth","5 years ago","0","0","111"
"1701","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jionie","jionie","5 years ago","4","4","118"
"1702","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/sanikamal","Sani Kamal","5 years ago","2","2","158"
"1703","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/duttadebadri","Debadri Dutta","5 years ago","3","3","54"
"1704","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/narendrageek","Narendra Prasath","4 years ago","0","4","100"
"1705","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/speedwagon","Vladislav Bakhteev","4 years ago","6","10","39"
"1706","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/werooring","Baek Kyun Shin","4 years ago","0","0","87"
"1707","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/raimonds1993","Federico Raimondi","4 years ago","3","9","122"
"1708","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ajpass","AJ Pass","4 years ago","0","1","82"
"1709","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/razinw","Vyacheslav Razin","4 years ago","0","1","112"
"1710","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/vineeth1999","Convophile","3 years ago","0","4","81"
"1711","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/thatoneguyaditya","Sri.","3 years ago","1","4","76"
"1712","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/shubhamzorc9","Shubham Singh","3 years ago","1","0","66"
"1713","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/amartyabhattacharya","Amartya Bhattacharya","3 years ago","0","0","83"
"1714","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ravisane1","Ravi Sane","2 years ago","1","0","106"
"1715","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/balaramk","Sai Ram K","2 years ago","0","0","96"
"1716","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/sahilmaheshwari","Sahil Maheshwari","2 years ago","1","1","81"
"1717","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/darthmanav","darth manav","2 years ago","0","0","123"
"1718","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/nishanthaddagatla","killua","2 years ago","0","0","59"
"1719","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mustafasenol95","Mustafa Şenol","2 years ago","0","1","66"
"1720","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/thasnihakeem","Thasnihakeem","2 years ago","0","1","52"
"1721","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/roysouravcu","Sourav Roy","2 years ago","0","3","63"
"1722","34","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/brightezeoha","Bright Ezeoha","a year ago","0","1","52"
"1723","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/kyleboone","Kyle Boone","8 years ago","10","13","37"
"1724","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/vpaslay","Victor Paslay","7 years ago","7","7","66"
"1725","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/tmheo74","Taemyung Heo","5 years ago","5","3","85"
"1726","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/wochidadonggua","Hikkiiiiiiiii","5 years ago","5","7","41"
"1727","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ebouteillon","Eric Bouteillon","5 years ago","5","13","64"
"1728","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/yuqizheng","yqz","5 years ago","0","4","69"
"1729","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/ldm314","Brian","4 years ago","5","14","129"
"1730","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/rjmanoj","R. Joseph Manoj, PhD","4 years ago","1","2","84"
"1731","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/akshat0007","Akshat Dubey","3 years ago","0","2","125"
"1732","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/hooong","hongy","3 years ago","3","5","49"
"1733","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jl18pg052","Debjyoti Banerjee","3 years ago","0","1","106"
"1734","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/fedi1996","Fedi Ben Messaoud","3 years ago","1","6","86"
"1735","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/dpaluszk","Dawid Paluszkiewicz","3 years ago","0","0","73"
"1736","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mielek","Muhammet Ikbal Elek","3 years ago","0","0","183"
"1737","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/follytobevice","Mehul Jain","2 years ago","0","1","55"
"1738","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/vishalvanpariya","Vishal Vanpariya","2 years ago","2","1","102"
"1739","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/harshalgadhe","Harshal Gadhe","2 years ago","0","1","74"
"1740","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/olusesiadebisi","Olusesi Adebisi","2 years ago","1","0","63"
"1741","33","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/nohrud","NohrUd","a year ago","0","0","61"
"1742","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/h4211819","30CrMnSiA","6 years ago","9","14","53"
"1743","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/gsdeepakkumar","GSD","5 years ago","0","5","262"
"1744","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/himalayaashish","Himalaya Ashish","5 years ago","0","0","65"
"1745","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/akarsh1","Cooldude1","5 years ago","0","0","77"
"1746","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/mjbahmani","MJ Bahmani","4 years ago","2","6","133"
"1747","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/aziz69","Aziz_Belaweid","4 years ago","1","7","43"
"1748","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/jmourad100","JM100","4 years ago","2","8","137"
"1749","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/masoudmzb","masoud parpanchi","3 years ago","1","2","127"
"1750","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/cnzengshiyuan","Shiyuan Zeng","3 years ago","2","1","68"
"1751","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/anirudhg15","Anirudh Gokulaprasad","3 years ago","0","1","63"
"1752","32","https://www.kaggle.com/static/images/tiers/expert@96.png","https://www.kaggle.com/subbhashit","Bunty","3 years ago","0","0","130"
